Palavra,Link,Instituicao
flauta,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00951-flauta.mp4,UFV
terra,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1334-terra.mp4,UFV
fumaça,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1299-fuma%C3%A7a.mp4,UFV
cebolinha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cebolinha.mp4,UFV
cheque,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1182-cheque.mp4,UFV
cebola,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cebola.mp4,UFV
formatura,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/461-formatura.mp4,UFV
regiaosudeste,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1261-regiaosudeste.mp4,UFV
capacete,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/capacete.mp4,UFV
dentro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dentro.mp4,UFV
penis,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/828-penis.mp4,UFV
programa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01146-programa.mp4,UFV
primavera,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01531-Primavera.mp4,UFV
biquini,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/882-biquini.mp4,UFV
caneca,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/caneca.mp4,UFV
comunicacao,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01129-comunicacao.mp4,UFV
america sul,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01002-america-sul.mp4,UFV
vitoria,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1279-vitoria.mp4,UFV
doce de abobora,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/doce-de-abobora.mp4,UFV
futuro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/745-futuro.mp4,UFV
japao,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01039-japao.mp4,UFV
dia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01516-Dia.mp4,UFV
amanha,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/742-amanha.mp4,UFV
dez,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1342-dez.mp4,UFV
presidente,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01432-Presidente.mp4,UFV
cunhado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/896-cunhado.mp4,UFV
bola,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00960-bola.mp4,UFV
filhoadotivo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/901-filhoadotivo.mp4,UFV
ginastica,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1233-ginastica.mp4,UFV
padrinho,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/923-padrinho.mp4,UFV
aleluia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01580-Aleluia.mp4,UFV
ler,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01688-ler.mp4,UFV
armario,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01443-Armario.mp4,UFV
brincar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01606-Brincar.mp4,UFV
manhã,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/747-manh%C3%A3.mp4,UFV
colher,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01468-Colher.mp4,UFV
bota,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/850-bota.mp4,UFV
evitar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01665-evitar.mp4,UFV
não poder,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01710-n%C3%A3o-poder.mp4,UFV
pêra,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00939-p%C3%AAra.mp4,UFV
hoje,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/746-hoje.mp4,UFV
carnaval,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/451-carnaval.mp4,UFV
papel higienico,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00943-papel-higienico.mp4,UFV
decidir,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01632-Decidir.mp4,UFV
leilao,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/466-leilao.mp4,UFV
ontem,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01528-Ontem.mp4,UFV
joelho,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01166-joelho.mp4,UFV
dois,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1343-dois.mp4,UFV
tudo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/tudo.mp4,UFV
italia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01038-italia.mp4,UFV
vinhocor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/809-vinhocor.mp4,UFV
padeiro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01426-Padeiro.mp4,UFV
abril mes,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01510-Abril-mes.mp4,UFV
escova de lavar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/escova-de-lavar.mp4,UFV
armadefogo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/631-armadefogo.mp4,UFV
ambiguidade,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/ambiguidade.mp4,UFV
comprar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01616-Comprar.mp4,UFV
odiar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01716-odiar.mp4,UFV
divorciar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01650-divorciar.mp4,UFV
bater,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01601-Bater.mp4,UFV
avisar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01599-Avisar.mp4,UFV
abacate,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/Abacate.mp4,UFV
parque,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1217-parque.mp4,UFV
ausente,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ausente.mp4,UFV
torrada,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/torrada.mp4,UFV
alomorfe,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/alomorfe.mp4,UFV
bala,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bala.mp4,UFV
cachorra,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cachorra.mp4,UFV
chave,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01464-Chave.mp4,UFV
bancario,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1404-bancario.mp4,UFV
bailarina,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1403-bailarina.mp4,UFV
secretario,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01439-Secretario.mp4,UFV
aluguel,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1180-aluguel.mp4,UFV
sobrancelhas,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1178-sobrancelhas.mp4,UFV
alerta,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01581-Alerta.mp4,UFV
madrasta,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/909-madrasta.mp4,UFV
amapa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00997-amapa.mp4,UFV
aplicativo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/aplicativo.mp4,UFV
tchau,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01452-Tchau.mp4,UFV
caixa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/caixa.mp4,UFV
fax,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01134-fax.mp4,UFV
elevador,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/692-elevador.mp4,UFV
finlandia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01029-finlandia.mp4,UFV
aquário,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01456-Aqu%C3%A1rio.mp4,UFV
não ouvir,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01709-n%C3%A3o-ouvir.mp4,UFV
azul,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/844-azul.mp4,UFV
paraiba,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1249-paraiba.mp4,UFV
amamentar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01585-Amamentar.mp4,UFV
gritar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01679-gritar.mp4,UFV
filho,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/900-filho.mp4,UFV
parecer,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01723-parecer.mp4,UFV
calça,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01792-cal%C3%A7a.mp4,UFV
aristóteles,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/arist%C3%B3teles.mp4,UFV
tomate,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/tomate.mp4,UFV
troco,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1203-troco.mp4,UFV
pedra,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1327-pedra.mp4,UFV
carne,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/carne.mp4,UFV
neto,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/918-neto.mp4,UFV
altura,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01803-altura.mp4,UFV
sinuca,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00985-sinuca.mp4,UFV
pintor,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01428-Pintor.mp4,UFV
menino,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/914-menino.mp4,UFV
maranhão,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1237-maranh%C3%A3o.mp4,UFV
internet,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01139-internet.mp4,UFV
limpar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01692-limpar.mp4,UFV
prédio,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01492-Pr%C3%A9dio.mp4,UFV
farofa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/farofa.mp4,UFV
banco de dados,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/banco-de-dados.mp4,UFV
canudo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/canudo.mp4,UFV
paquerar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01721-paquerar.mp4,UFV
coco,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/coco.mp4,UFV
seis,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1348-seis.mp4,UFV
junho,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01523-Junho.mp4,UFV
açúcar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/a%C3%A7%C3%BAcar.mp4,UFV
africa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00994-africa.mp4,UFV
povo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1364-povo.mp4,UFV
radio,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01148-radio.mp4,UFV
acostumado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01561-Acostumado.mp4,UFV
cuba,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01018-cuba.mp4,UFV
adulto,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/889-adulto.mp4,UFV
equador,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01023-equador.mp4,UFV
economizar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01653-economizar.mp4,UFV
acumular,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01564-Acumular.mp4,UFV
quarta,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/755-quarta.mp4,UFV
confirmar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/confirmar.mp4,UFV
tio,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/00934-tio.mp4,UFV
pasta de dente,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00944-pasta-de-dente.mp4,UFV
memorizar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01698-memorizar.mp4,UFV
adivinhar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01568-Adivinhar.mp4,UFV
jet ski,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01541-Jet-ski.mp4,UFV
levar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01690-levar.mp4,UFV
patins,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00982-patins.mp4,UFV
palito de dente,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01488-Palito-de-dente.mp4,UFV
dado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00970-dado.mp4,UFV
escolher,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01658-escolher.mp4,UFV
aumentar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01598-Aumentar.mp4,UFV
bateria,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00950-bateria.mp4,UFV
bombom,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bombom.mp4,UFV
lucro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1191-lucro.mp4,UFV
blusa,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/846-blusa.mp4,UFV
chegar,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01610-Chegar.mp4,UFV
novembro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01527-Novembro.mp4,UFV
palestra,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/474-palestra.mp4,UFV
destruir,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01642-destruir.mp4,UFV
engenheiro,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01414-Engenheiro.mp4,UFV
volei,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00990-volei.mp4,UFV
achocolatado,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/achocolatado.mp4,UFV
acontecer,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01559-Acontecer.mp4,UFV
historia,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1229-historia.mp4,UFV
gelo,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1300-gelo.mp4,UFV
