original,checked,lemma,path,dictionary,group,actor
enforcado,enforcado,enforcar,['./datasets/acessibilidade_3/videos/enforcadoSm_Prog001.mp4'],Acessibilidades3,0,2
enforcar,enforcar,enforcar,['./datasets/acessibilidade_2/videos/enforcar.wmv'],Acessibilidades2,0,1
enforcar,enforcar,enforcar,['./datasets/acessibilidade_3/videos/enforcarSm_Prog001.mp4'],Acessibilidades3,0,2
enfraquecer,enfraquecer,enfraquecer,['./datasets/acessibilidade_3/videos/enfraquecerSm_Prog001.mp4'],Acessibilidades3,0,2
enfraquecer,enfraquecer,enfraquecer,['./datasets/acessibilidade_2/videos/enfraquecer.wmv'],Acessibilidades2,0,1
enfrentar,enfrentar,enfrentar,['./datasets/spread_the_sign/videos/enfrentar.mp4'],SpreadTheSign,0,4
enfrentar,enfrentar,enfrentar,['./datasets/acessibilidade_3/videos/enfrentarSm_Prog001.mp4'],Acessibilidades3,1,2
enfrentar,enfrentar,enfrentar,['./datasets/acessibilidade_2/videos/enfrentar.wmv'],Acessibilidades2,1,1
engajar,engajar,engajar,['./datasets/spread_the_sign/videos/engajar.mp4'],SpreadTheSign,0,4
engarrafamento,engarrafamento,engarrafamento,['./datasets/spread_the_sign/videos/engarrafamento.mp4'],SpreadTheSign,0,4
engarrafar,engarrafar,engarrafar,['./datasets/acessibilidade_3/videos/engarrafarSm_Prog001.mp4'],Acessibilidades3,0,2
engarrafar,engarrafar,engarrafar,['./datasets/acessibilidade_2/videos/engarrafar.wmv'],Acessibilidades2,0,1
engasgar,engasgar,engasgar,['./datasets/acessibilidade_2/videos/engasgar.wmv'],Acessibilidades2,0,1
engasgar,engasgar,engasgar,['./datasets/acessibilidade_3/videos/engasgarSm_Prog001.mp4'],Acessibilidades3,0,2
engatar,engatar,engatar,['./datasets/spread_the_sign/videos/Engatar.mp4'],SpreadTheSign,0,8
engenheiro ,engenheiro,engenheiro,['./datasets/youtube_v2/videos/Libras - Engenheiro 1 (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
engessar,engessar,engessar,['./datasets/spread_the_sign/videos/engessar.mp4'],SpreadTheSign,0,8
engolir,engolir,engolir,['./datasets/acessibilidade_2/videos/engolir.wmv'],Acessibilidades2,0,1
engolir,engolir,engolir,['./datasets/acessibilidade_3/videos/engolirSm_Prog001.mp4'],Acessibilidades3,0,2
engraçado,engraçado,engraçar,['datasets/ufsc/videos/ENGRA%C3%87ADO.mp4'],UFSC,0,43
engraçado,engraçado,engraçar,['./datasets/spread_the_sign/videos/engraçado.mp4'],SpreadTheSign,0,19
engraçado,engraçado,engraçar,['./datasets/ufsc_v2/videos/ENGRAÇADO.mp4'],UFSC_V2,0,42
enjoado,enjoado,enjoar,['./datasets/acessibilidade_2/videos/enjoado.wmv'],Acessibilidades2,0,1
enjoado,enjoado,enjoar,['./datasets/acessibilidade_3/videos/enjoadoSm_Prog001.mp4'],Acessibilidades3,0,2
enjoado,enjoado,enjoar,['./datasets/spread_the_sign/videos/enjoado.mp4'],SpreadTheSign,0,36
enjoar,enjoar,enjoar,['./datasets/ufsc_v2/videos/ENJOAR.mp4'],UFSC_V2,0,42
enjoar,enjoar,enjoar,['datasets/ufsc/videos/ENJOAR.mp4'],UFSC,0,43
enjoo,enjôo,enjoo,['./datasets/acessibilidade_3/videos/enjooSm_Prog001.mp4'],Acessibilidades3,0,2
enjoo,enjôo,enjoo,['./datasets/acessibilidade_2/videos/enjoo.wmv'],Acessibilidades2,0,1
enlouquecer,enlouquecer,enlouquecer,['./datasets/acessibilidade_2/videos/enlouquecer.wmv'],Acessibilidades2,0,1
enlouquecer,enlouquecer,enlouquecer,['./datasets/acessibilidade_3/videos/enlouquecerSm_Prog001.mp4'],Acessibilidades3,0,2
enorme,enorme,enorme,['datasets/ufsc/videos/ENORME.mp4'],UFSC,1,45
enorme,enorme,enorme,['./datasets/acessibilidade_2/videos/enorme.wmv'],Acessibilidades2,0,1
enorme,enorme,enorme,['./datasets/ufsc_v2/videos/ENORME.mp4'],UFSC_V2,1,42
enorme,enorme,enorme,['./datasets/acessibilidade_3/videos/enormeSm_Prog001.mp4'],Acessibilidades3,0,2
enorme,enorme,enorme,['./datasets/spread_the_sign/videos/enorme.mp4'],SpreadTheSign,2,8
enquanto,enquanto,enquanto,['./datasets/spread_the_sign/videos/enquanto.mp4'],SpreadTheSign,0,8
enrolar,enrolar,enrolar,['./datasets/acessibilidade_2/videos/enrolar1.wmv'],Acessibilidades2,1,1
enrolar,enrolar,enrolar,['./datasets/acessibilidade_2/videos/enrolar2.wmv'],Acessibilidades2,0,1
enrolar,enrolar,enrolar,['./datasets/acessibilidade_3/videos/enrolar2Sm_Prog001.mp4'],Acessibilidades3,0,2
enrolar,enrolar,enrolar,['datasets/ufsc/videos/ENROLAR.mp4'],UFSC,1,43
enrolar,enrolar,enrolar,['./datasets/ufsc_v2/videos/ENROLAR.mp4'],UFSC_V2,1,42
enrolar,enrolar,enrolar,['./datasets/acessibilidade_3/videos/enrolar1Sm_Prog001.mp4'],Acessibilidades3,1,2
enroscar,enroscar,enroscar,['./datasets/acessibilidade_2/videos/enroscar.wmv'],Acessibilidades2,0,1
enroscar,enroscar,enroscar,['./datasets/acessibilidade_3/videos/enroscarSm_Prog001.mp4'],Acessibilidades3,0,2
ensaiar,ensaiar,ensaiar,['./datasets/acessibilidade_3/videos/ensaiarSm_Prog001.mp4'],Acessibilidades3,0,2
ensaiar,ensaiar,ensaiar,['./datasets/acessibilidade_2/videos/ensaiar.wmv'],Acessibilidades2,0,1
ensanguentado,ensanguentado,ensanguentar,['./datasets/acessibilidade_3/videos/ensanguentadoSm_Prog001.mp4'],Acessibilidades3,0,2
ensanguentado,ensanguentado,ensanguentar,['./datasets/acessibilidade_2/videos/ensanguentado.wmv'],Acessibilidades2,0,1
ensinar,ensinar,ensinar,['./datasets/acessibilidade_2/videos/ensinar.wmv'],Acessibilidades2,0,1
ensinar,ensinar,ensinar,['./datasets/acessibilidade_3/videos/ensinarSm_Prog001.mp4'],Acessibilidades3,0,2
ensinar,ensinar,ensinar,['datasets/ufsc/videos/ENSINAR.mp4'],UFSC,0,44
ensinar,ensinar,ensinar,['./datasets/ufsc_v2/videos/ENSINAR.mp4'],UFSC_V2,0,42
ensinar,ensinar,ensinar,['./datasets/youtube_v2/videos/Libras - Ensinar (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
ensino medio,ensino médio,ensino,['./datasets/usp/videos/ensino_medio.mp4'],USP,0,47
ensolarado,ensolarado,ensolarar,['./datasets/acessibilidade_3/videos/ensolaradoSm_Prog001.mp4'],Acessibilidades3,0,2
ensolarado,ensolarado,ensolarar,['./datasets/acessibilidade_2/videos/ensolarado.wmv'],Acessibilidades2,0,1
ensopado,ensopado,ensopar,['./datasets/spread_the_sign/videos/ensopado.mp4'],SpreadTheSign,0,12
ensurdecer,ensurdecer,ensurdecer,['./datasets/acessibilidade_3/videos/ensurdecerSm_Prog001.mp4'],Acessibilidades3,0,2
ensurdecer,ensurdecer,ensurdecer,['./datasets/acessibilidade_2/videos/ensurdecer.wmv'],Acessibilidades2,0,1
ensurdecido,ensurdecido,ensurdecer,['./datasets/acessibilidade_2/videos/ensurdecido.wmv'],Acessibilidades2,0,1
ensurdecido,ensurdecido,ensurdecer,['./datasets/acessibilidade_3/videos/ensurdecidoSm_Prog001.mp4'],Acessibilidades3,0,2
entediado,entediado,entediar,['./datasets/spread_the_sign/videos/entediado.mp4'],SpreadTheSign,0,4
entediar,entediar,entediar,['./datasets/ufsc_v2/videos/ENTEDIAR.mp4'],UFSC_V2,0,42
entediar,entediar,entediar,['datasets/ufsc/videos/ENTEDIAR.mp4'],UFSC,0,45
entender,entender,entender,['./datasets/ufv/videos/01656-entender.mp4'],UFV,0,48
entender,entender,entender,['./datasets/ufsc_v2/videos/ENTENDER.mp4'],UFSC_V2,0,42
entender,entender,entender,['./datasets/spread_the_sign/videos/entender.mp4'],SpreadTheSign,0,5
entender,entender,entender,['./datasets/acessibilidade_2/videos/entender.wmv'],Acessibilidades2,0,1
entender,entender,entender,['datasets/ufsc/videos/ENTENDER.mp4'],UFSC,0,46
entender,entender,entender,['./datasets/youtube_v2/videos/Libras - Entender (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
entender,entender,entender,['./datasets/usp/videos/entender.mp4'],USP,0,47
entender,entender,entender,['./datasets/acessibilidade_3/videos/entenderSm_Prog001.mp4'],Acessibilidades3,0,2
enterrar,enterrar,enterrar,['./datasets/acessibilidade_3/videos/enterrarSm_Prog001.mp4'],Acessibilidades3,0,2
enterrar,enterrar,enterrar,['./datasets/acessibilidade_2/videos/enterrar.wmv'],Acessibilidades2,0,1
enterro,enterro,enterro,['./datasets/acessibilidade_3/videos/enterroSm_Prog001.mp4'],Acessibilidades3,0,2
enterro,enterro,enterro,['./datasets/acessibilidade_2/videos/enterro.wmv'],Acessibilidades2,0,1
entijolar,entijolar,entijolar,['./datasets/ufsc_v2/videos/ENTIJOLAR.mp4'],UFSC_V2,0,42
entijolar,entijolar,entijolar,['datasets/ufsc/videos/ENTIJOLAR%20.mp4'],UFSC,0,44
entornar,entornar,entornar,['./datasets/acessibilidade_3/videos/entornarSm_Prog001.mp4'],Acessibilidades3,0,2
entornar,entornar,entornar,['./datasets/acessibilidade_2/videos/entornar.wmv'],Acessibilidades2,0,1
entrada do túnel,entrada do túnel,entrada,['./datasets/spread_the_sign/videos/Entrada do túnel.mp4'],SpreadTheSign,0,4
entregar,entregar,entregar,['./datasets/acessibilidade_3/videos/entregarSm_Prog001.mp4'],Acessibilidades3,0,2
entregar,entregar,entregar,['datasets/ufsc/videos/ENTREGAR.mp4'],UFSC,0,46
entregar,entregar,entregar,['./datasets/spread_the_sign/videos/entregar.mp4'],SpreadTheSign,0,4
entregar,entregar,entregar,['./datasets/acessibilidade_2/videos/entregar.wmv'],Acessibilidades2,0,1
entregar,entregar,entregar,['./datasets/ufsc_v2/videos/ENTREGAR.mp4'],UFSC_V2,0,42
entretanto,entretanto,entretanto,['./datasets/spread_the_sign/videos/entretanto.mp4'],SpreadTheSign,0,9
entrevistar,entrevistar,entrevistar,['./datasets/acessibilidade_2/videos/entrevistar.wmv'],Acessibilidades2,0,1
entrevistar,entrevistar,entrevistar,['./datasets/acessibilidade_3/videos/entrevistarSm_Prog001.mp4'],Acessibilidades3,0,2
entusiamado,entusiamado,entusiamar,['./datasets/spread_the_sign/videos/entusiamado.mp4'],SpreadTheSign,0,18
entusiasmado,entusiasmado,entusiasmar,['./datasets/spread_the_sign/videos/entusiasmado.mp4'],SpreadTheSign,0,4
entusiasmar,entusiasmar,entusiasmar,['./datasets/spread_the_sign/videos/entusiasmar.mp4'],SpreadTheSign,0,4
entusiasmo,entusiasmo,entusiasmo,['./datasets/spread_the_sign/videos/entusiasmo.mp4'],SpreadTheSign,0,18
envelhecer,envelhecer,envelhecer,['./datasets/acessibilidade_3/videos/envelhecerSm_Prog001.mp4'],Acessibilidades3,0,2
envelhecer,envelhecer,envelhecer,['./datasets/acessibilidade_2/videos/envelhecer.wmv'],Acessibilidades2,0,1
envelope,envelope,envelope,['./datasets/acessibilidade_3/videos/envelopeSm_Prog001.mp4'],Acessibilidades3,0,2
envelope,envelope,envelope,['./datasets/spread_the_sign/videos/Envelope.mp4'],SpreadTheSign,1,15
envelope,envelope,envelope,['./datasets/acessibilidade_2/videos/envelope.wmv'],Acessibilidades2,0,1
envenenar,envenenar,envenenar,['./datasets/acessibilidade_3/videos/envenenarSm_Prog001.mp4'],Acessibilidades3,0,2
envenenar,envenenar,envenenar,['./datasets/acessibilidade_2/videos/envenenar.wmv'],Acessibilidades2,0,1
envergonhado,envergonhado,envergonhado,['./datasets/youtube_v2/videos/Libras - Envergonhado (1) (1080p_30fps_VP9-128kbit_AAC).mkv'],Youtube,0,41
envergonhado,envergonhado,envergonhado,['./datasets/youtube_v2/videos/Libras - Envergonhado (2) (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
envergonhado,envergonhado,envergonhado,['./datasets/spread_the_sign/videos/envergonhado.mp4'],SpreadTheSign,0,18
envergonhar,envergonhar,envergonhar,['./datasets/acessibilidade_2/videos/envergonhar.wmv'],Acessibilidades2,0,1
envergonhar,envergonhar,envergonhar,['./datasets/acessibilidade_3/videos/envergonharSm_Prog001.mp4'],Acessibilidades3,0,2
enviuvar,enviuvar,enviuvar,['./datasets/acessibilidade_3/videos/enviuvarSm_Prog001.mp4'],Acessibilidades3,0,2
enviuvar,enviuvar,enviuvar,['./datasets/acessibilidade_2/videos/enviuvar.wmv'],Acessibilidades2,0,1
envolver,envolver,envolver,['./datasets/acessibilidade_3/videos/envolverSm_Prog001.mp4'],Acessibilidades3,0,2
envolver,envolver,envolver,['./datasets/acessibilidade_2/videos/envolver.wmv'],Acessibilidades2,0,1
enxaqueca,enxaqueca,enxaqueca,['./datasets/acessibilidade_3/videos/enxaquecaSm_Prog001.mp4'],Acessibilidades3,0,2
enxaqueca,enxaqueca,enxaqueca,['./datasets/acessibilidade_2/videos/enxaqueca.wmv'],Acessibilidades2,0,1
enxergar,enxergar,enxergar,['./datasets/acessibilidade_2/videos/enxergar.wmv'],Acessibilidades2,0,1
enxergar,enxergar,enxergar,['./datasets/acessibilidade_3/videos/enxergarSm_Prog001.mp4'],Acessibilidades3,0,2
enxugar,enxugar,enxugar,['./datasets/acessibilidade_3/videos/enxugar2Sm_Prog001.mp4'],Acessibilidades3,1,2
enxugar,enxugar,enxugar,['./datasets/acessibilidade_3/videos/enxugar1Sm_Prog001.mp4'],Acessibilidades3,0,2
enxugar,enxugar,enxugar,['./datasets/acessibilidade_2/videos/enxugar2.wmv'],Acessibilidades2,1,1
enxugar,enxugar,enxugar,['./datasets/acessibilidade_2/videos/enxugar1.wmv'],Acessibilidades2,0,1
enzima,enzima,enzimo,['./datasets/ufsc_v2/videos/ENZIMA.mp4'],UFSC_V2,0,42
enzima,enzima,enzimo,['datasets/ufsc/videos/ENZIMA.mp4'],UFSC,0,45
epidemia,epidemia,epidemia,['./datasets/spread_the_sign/videos/epidemia.mp4'],SpreadTheSign,0,18
epidemia,epidemia,epidemia,['./datasets/acessibilidade_3/videos/epidemiaSm_Prog001.mp4'],Acessibilidades3,0,2
epidemia,epidemia,epidemia,['./datasets/acessibilidade_2/videos/epidemia.wmv'],Acessibilidades2,0,1
episcopal,episcopal,episcopal,['./datasets/acessibilidade_3/videos/episcopalSm_Prog001.mp4'],Acessibilidades3,0,2
episcopal,episcopal,episcopal,['./datasets/acessibilidade_2/videos/episcopal.wmv'],Acessibilidades2,0,1
epoca,época,epocar,['./datasets/acessibilidade_3/videos/epocaSm_Prog001.mp4'],Acessibilidades3,0,2
epoca,época,epocar,['./datasets/acessibilidade_2/videos/epoca.wmv'],Acessibilidades2,0,1
equador,equador,equador,['./datasets/ufv/videos/01023-equador.mp4'],UFV,1,48
equador,equador,equador,['./datasets/spread_the_sign/videos/Equador.mp4'],SpreadTheSign,0,8
equatoriano,equatoriano,equatoriano,['./datasets/acessibilidade_2/videos/equatoriano.wmv'],Acessibilidades2,0,1
equatoriano,equatoriano,equatoriano,['./datasets/acessibilidade_3/videos/equatorianoSm_Prog001.mp4'],Acessibilidades3,0,2
equação,equação,equação,['./datasets/spread_the_sign/videos/equação.mp4'],SpreadTheSign,0,8
equilibrar,equilibrar,equilibrar,['./datasets/acessibilidade_2/videos/equilibrar.wmv'],Acessibilidades2,0,1
equilibrar,equilibrar,equilibrar,['./datasets/acessibilidade_3/videos/equilibrarSm_Prog001.mp4'],Acessibilidades3,0,2
equilíbrio,equilíbrio,equilíbrio,['./datasets/ufsc_v2/videos/EQUILÍBRIO.mp4'],UFSC_V2,0,42
equilíbrio,equilíbrio,equilíbrio,['datasets/ufsc/videos/EQUIL%C3%8DBRIO.mp4'],UFSC,0,43
equiparar,equiparar,equiparar,['./datasets/usp/videos/equiparar.mp4'],USP,0,47
equipe,equipe,equipe,['./datasets/spread_the_sign/videos/equipe.mp4'],SpreadTheSign,0,18
equipe,equipe,equipe,['./datasets/acessibilidade_3/videos/equipeSm_Prog001.mp4'],Acessibilidades3,0,2
equipe,equipe,equipe,['./datasets/acessibilidade_2/videos/equipe.wmv'],Acessibilidades2,0,1
equitacao,equitação,equitacao,['./datasets/acessibilidade_3/videos/equitacaoSm_Prog001.mp4'],Acessibilidades3,0,2
equitacao,equitação,equitacao,['./datasets/acessibilidade_2/videos/equitacao.wmv'],Acessibilidades2,0,1
erecao,ereção,erecao,['./datasets/acessibilidade_3/videos/erecaoSm_Prog001.mp4'],Acessibilidades3,0,2
erecao,ereção,erecao,['./datasets/acessibilidade_2/videos/erecao.wmv'],Acessibilidades2,0,1
erguer,erguer,erguer,['./datasets/acessibilidade_2/videos/erguer3.wmv'],Acessibilidades2,0,1
erguer,erguer,erguer,['./datasets/acessibilidade_2/videos/erguer1.wmv'],Acessibilidades2,2,1
erguer,erguer,erguer,['./datasets/acessibilidade_2/videos/erguer2.wmv'],Acessibilidades2,1,1
erguer,erguer,erguer,['./datasets/acessibilidade_3/videos/erguer3Sm_Prog001.mp4'],Acessibilidades3,0,2
erguer,erguer,erguer,['./datasets/acessibilidade_3/videos/erguer2Sm_Prog001.mp4'],Acessibilidades3,1,2
erguer,erguer,erguer,['./datasets/acessibilidade_3/videos/erguer1Sm_Prog001.mp4'],Acessibilidades3,2,2
eritreia,eritreia,eritrear,['datasets/ufsc/videos/ERITREIA.mp4'],UFSC,0,45
eritreia,eritreia,eritrear,['./datasets/ufsc_v2/videos/ERITREIA.mp4'],UFSC_V2,0,42
errado,errado,errar,['./datasets/acessibilidade_2/videos/errado.wmv'],Acessibilidades2,0,1
errado,errado,errar,['./datasets/acessibilidade_3/videos/erradoSm_Prog001.mp4'],Acessibilidades3,0,2
errar,errar,errar,['./datasets/acessibilidade_3/videos/errarSm_Prog001.mp4'],Acessibilidades3,0,2
errar,errar,errar,['datasets/ufsc/videos/ERRAR.mp4'],UFSC,0,45
errar,errar,errar,['./datasets/acessibilidade_2/videos/errar.wmv'],Acessibilidades2,0,1
errar,errar,errar,['./datasets/ufsc_v2/videos/ERRAR.mp4'],UFSC_V2,0,42
erro errado,erro errado,erro,['./datasets/usp/videos/erro_errado.mp4'],USP,0,47
erótico,erótico,erótico,['./datasets/spread_the_sign/videos/erótico.mp4'],SpreadTheSign,0,8
esbarrar,esbarrar,esbarrar,['./datasets/acessibilidade_3/videos/esbarrarSm_Prog001.mp4'],Acessibilidades3,0,2
esbarrar,esbarrar,esbarrar,['./datasets/acessibilidade_2/videos/esbarrar.wmv'],Acessibilidades2,0,1
esbofetear,esbofetear,esbofetear,['./datasets/acessibilidade_3/videos/esbofetearSm_Prog001.mp4'],Acessibilidades3,0,2
esbofetear,esbofetear,esbofetear,['./datasets/acessibilidade_2/videos/esbofetear.wmv'],Acessibilidades2,0,1
escada de caracol,escada de caracol,escada,['./datasets/acessibilidade_2/videos/escada_de_caracol.wmv'],Acessibilidades2,0,1
escada de caracol,escada de caracol,escada,['./datasets/acessibilidade_3/videos/escada_de_caracolSm_Prog001.mp4'],Acessibilidades3,0,2
escada em espiral,escada em espiral,escar,['./datasets/spread_the_sign/videos/escada em espiral.mp4'],SpreadTheSign,0,18
escala,escala,escalar,['./datasets/spread_the_sign/videos/escala.mp4'],SpreadTheSign,0,8
escama de peixe,escama de peixe,escamar,['./datasets/spread_the_sign/videos/escama de peixe.mp4'],SpreadTheSign,0,12
escavar,escavar,escavar,['./datasets/spread_the_sign/videos/escavar.mp4'],SpreadTheSign,0,31
esclarecer,esclarecer,esclarecer,['./datasets/acessibilidade_2/videos/esclarecer.wmv'],Acessibilidades2,0,1
esclarecer,esclarecer,esclarecer,['./datasets/acessibilidade_3/videos/esclarecerSm_Prog001.mp4'],Acessibilidades3,0,2
escoces,escocês,escoce,['./datasets/acessibilidade_3/videos/escocesSm_Prog001.mp4'],Acessibilidades3,0,2
escoces,escocês,escoce,['./datasets/acessibilidade_2/videos/escoces.wmv'],Acessibilidades2,0,1
escola celso ramos,escola celso ramos,Escola,['datasets/ufsc/videos/ESCOLA-CELSO-RAMOS.mp4'],UFSC,0,43
escola celso ramos,escola celso ramos,Escola,['./datasets/ufsc_v2/videos/ESCOLA-CELSO-RAMOS.mp4'],UFSC_V2,0,42
escola interativo,escola interativo,escola,['./datasets/ufsc_v2/videos/ESCOLA-INTERATIVO.mp4'],UFSC_V2,0,42
escola interativo,escola interativo,escola,['datasets/ufsc/videos/ESCOLA-INTERATIVO.mp4'],UFSC,0,43
escola laura muller,escola laura muller,Escola,['datasets/ufsc/videos/ESCOLA-LAURA-MULLER.mp4'],UFSC,0,43
escola laura muller,escola laura muller,Escola,['./datasets/ufsc_v2/videos/ESCOLA-LAURA-MULLER.mp4'],UFSC_V2,0,42
escola santa terezinha,escola santa terezinha,Escola,['datasets/ufsc/videos/ESCOLA-SANTA-TEREZINHA.mp4'],UFSC,0,43
escola santa terezinha,escola santa terezinha,Escola,['./datasets/ufsc_v2/videos/ESCOLA-SANTA-TEREZINHA.mp4'],UFSC_V2,0,42
esconde esconde,esconde esconde,esconder,['./datasets/acessibilidade_2/videos/esconde-esconde.wmv'],Acessibilidades2,0,1
esconde esconde,esconde esconde,esconder,['./datasets/acessibilidade_3/videos/esconde-escondeSm_Prog001.mp4'],Acessibilidades3,0,2
escondido,escondido,esconder,['./datasets/acessibilidade_3/videos/escondidoSm_Prog001.mp4'],Acessibilidades3,0,2
escondido,escondido,esconder,['./datasets/acessibilidade_2/videos/escondido.wmv'],Acessibilidades2,0,1
escopeta,escopeta,escopeta,['./datasets/acessibilidade_2/videos/escopeta.wmv'],Acessibilidades2,0,1
escopeta,escopeta,escopeta,['./datasets/acessibilidade_3/videos/escopetaSm_Prog001.mp4'],Acessibilidades3,0,2
escorpiao,escorpião,escorpiao,['./datasets/acessibilidade_2/videos/escorpiao.wmv'],Acessibilidades2,0,1
escorpiao,escorpião,escorpiao,['./datasets/acessibilidade_3/videos/escorpiaoSm_Prog001.mp4'],Acessibilidades3,0,2
escorredor,escorredor,escorredor,['./datasets/spread_the_sign/videos/escorredor.mp4'],SpreadTheSign,0,4
escorregador,escorregador,escorregador,['./datasets/acessibilidade_3/videos/escorregadorSm_Prog001.mp4'],Acessibilidades3,0,2
escorregador,escorregador,escorregador,['./datasets/acessibilidade_2/videos/escorregador.wmv'],Acessibilidades2,0,1
escorregar,escorregar,escorregar,['./datasets/acessibilidade_3/videos/escorregarSm_Prog001.mp4'],Acessibilidades3,0,2
escorregar,escorregar,escorregar,['./datasets/acessibilidade_2/videos/escorregar.wmv'],Acessibilidades2,0,1
escorregar,escorregar,escorregar,['./datasets/spread_the_sign/videos/escorregar.mp4'],SpreadTheSign,0,7
escova de cabelo,escova de cabelo,escovar,['./datasets/spread_the_sign/videos/escova de cabelo.mp4'],SpreadTheSign,0,18
escova de dentes,escova de dentes,escovar,['./datasets/spread_the_sign/videos/escova de dentes.mp4'],SpreadTheSign,0,18
escova de lavar,escova de lavar,escovar,['./datasets/ufv/videos/escova-de-lavar.mp4'],UFV,0,49
escovar os dentes,escovar os dentes,escovar,['./datasets/spread_the_sign/videos/escovar os dentes.mp4'],SpreadTheSign,0,18
farofa,farofa,farofa,['./datasets/ufv/videos/farofa.mp4'],UFV,1,50
farofa,farofa,farofa,['./datasets/acessibilidade_2/videos/farofa.wmv'],Acessibilidades2,0,1
farofa,farofa,farofa,['./datasets/acessibilidade_3/videos/farofaSm_Prog001.mp4'],Acessibilidades3,0,2
farol,farol,farol,['./datasets/spread_the_sign/videos/farol.mp4'],SpreadTheSign,0,4
farol,farol,farol,['./datasets/acessibilidade_3/videos/farol2Sm_Prog001.mp4'],Acessibilidades3,0,2
farol,farol,farol,['./datasets/acessibilidade_2/videos/farol1.wmv'],Acessibilidades2,1,1
farol,farol,farol,['./datasets/acessibilidade_2/videos/farol2.wmv'],Acessibilidades2,0,1
farol,farol,farol,['./datasets/acessibilidade_3/videos/farol1Sm_Prog001.mp4'],Acessibilidades3,1,2
farra,farra,farra,['./datasets/acessibilidade_3/videos/farraSm_Prog001.mp4'],Acessibilidades3,0,2
farra,farra,farra,['./datasets/acessibilidade_2/videos/farra.wmv'],Acessibilidades2,0,1
farroupilha,farroupilha,farroupilha,['./datasets/ufsc_v2/videos/FARROUPILHA.mp4'],UFSC_V2,0,42
farroupilha,farroupilha,farroupilha,['datasets/ufsc/videos/FARROUPILHA.mp4'],UFSC,0,43
farto,farto,farto,['./datasets/acessibilidade_3/videos/farto2Sm_Prog001.mp4'],Acessibilidades3,1,2
farto,farto,farto,['./datasets/acessibilidade_3/videos/fartoSm_Prog001.mp4'],Acessibilidades3,0,2
farto,farto,farto,['./datasets/acessibilidade_2/videos/farto2.wmv'],Acessibilidades2,1,1
farto,farto,farto,['./datasets/acessibilidade_2/videos/farto.wmv'],Acessibilidades2,0,1
fascinar,fascinar,fascinar,['./datasets/spread_the_sign/videos/fascinar.mp4'],SpreadTheSign,0,4
fatia,fatia,fatir,['./datasets/spread_the_sign/videos/fatia.mp4'],SpreadTheSign,0,7
fatigante,fatigante,fatigante,['./datasets/spread_the_sign/videos/fatigante.mp4'],SpreadTheSign,0,18
fato de banho,fato de banho,fato,['./datasets/spread_the_sign/videos/fato de banho.mp4'],SpreadTheSign,0,18
faturar,faturar,faturar,['./datasets/acessibilidade_3/videos/faturarSm_Prog001.mp4'],Acessibilidades3,0,2
faturar,faturar,faturar,['./datasets/acessibilidade_2/videos/faturar.wmv'],Acessibilidades2,0,1
faxina,faxina,faxinar,['./datasets/acessibilidade_2/videos/faxina.wmv'],Acessibilidades2,0,1
faxina,faxina,faxinar,['./datasets/acessibilidade_3/videos/faxinaSm_Prog001.mp4'],Acessibilidades3,0,2
faz tempo,faz tempo,fazer,['datasets/ufsc/videos/FAZ-TEMPO.mp4'],UFSC,0,46
faz tempo,faz tempo,fazer,['./datasets/ufsc_v2/videos/FAZ-TEMPO.mp4'],UFSC_V2,0,42
fazer barulho,fazer barulho,fazer,['./datasets/spread_the_sign/videos/fazer barulho.mp4'],SpreadTheSign,0,4
fazer contato,fazer contato,fazer,['./datasets/spread_the_sign/videos/fazer contato.mp4'],SpreadTheSign,0,18
fcee,fcee,fceer,['datasets/ufsc/videos/FCEE.mp4'],UFSC,0,43
fcee,fcee,fceer,['./datasets/ufsc_v2/videos/FCEE.mp4'],UFSC_V2,0,42
febre,febre,febre,['datasets/ufsc/videos/FEBRE.mp4'],UFSC,0,43
febre,febre,febre,['./datasets/acessibilidade_2/videos/febre.wmv'],Acessibilidades2,0,1
febre,febre,febre,['./datasets/ufsc_v2/videos/FEBRE.mp4'],UFSC_V2,0,42
febre,febre,febre,['./datasets/spread_the_sign/videos/febre.mp4'],SpreadTheSign,1,70
febre,febre,febre,['./datasets/acessibilidade_3/videos/febreSm_Prog001.mp4'],Acessibilidades3,0,2
fechado,fechado,fechar,['./datasets/acessibilidade_3/videos/fechado1Sm_Prog001.mp4'],Acessibilidades3,0,2
fechado,fechado,fechar,['./datasets/acessibilidade_3/videos/fechado2Sm_Prog001.mp4'],Acessibilidades3,0,2
fechado,fechado,fechar,['./datasets/acessibilidade_2/videos/fechado2.wmv'],Acessibilidades2,0,1
fechado,fechado,fechar,['./datasets/acessibilidade_2/videos/fechado.wmv'],Acessibilidades2,0,1
fechadura de segurança,fechadura de segurança,fechadura,['./datasets/spread_the_sign/videos/fechadura de segurança.mp4'],SpreadTheSign,0,4
fechar boca,fechar boca,fechar,['./datasets/ufsc_v2/videos/FECHAR-BOCA.mp4'],UFSC_V2,0,42
fechar boca,fechar boca,fechar,['datasets/ufsc/videos/FECHAR-BOCA.mp4'],UFSC,0,45
