name,checked,lemma,path,dictionary,group,actor
imaginar,imaginar,imaginar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/imaginar.wmv'],Acessibilidades2,0,1
imaginar,imaginar,imaginar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/IMAGINAR.mp4'],UFSC_V2,0,42
imposto,imposto,impor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/IMPOSTO.mp4'],UFSC_V2,2,42
imposto,imposto,impor,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/imposto.wmv'],Acessibilidades2,0,1
imposto,imposto,impor,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/impostoSm_Prog001.mp4'],Acessibilidades3,0,2
imposto,imposto,impor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/IMPOSTO2.mp4'],UFSC,1,43
imposto,imposto,impor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/IMPOSTO.mp4'],UFSC,2,43
imposto,imposto,impor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/IMPOSTO2.mp4'],UFSC_V2,1,42
imprimir,imprimir,imprimir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/imprimir2Sm_Prog001.mp4'],Acessibilidades3,1,2
imprimir,imprimir,imprimir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/imprimir1Sm_Prog001.mp4'],Acessibilidades3,0,2
imprimir,imprimir,imprimir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/IMPRIMIR.mp4'],UFSC,1,44
imprimir,imprimir,imprimir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/imprimir2.wmv'],Acessibilidades2,1,1
imprimir,imprimir,imprimir,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/IMPRIMIR.mp4'],UFSC_V2,1,42
imprimir,imprimir,imprimir,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/imprimir1.wmv'],Acessibilidades2,0,1
inimigo,inimigo,inimigo,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Inimigo (360p_25fps_H264-128kbit_AAC).mp4'],Youtube,0,41
inimigo,inimigo,inimigo,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/INIMIGO.mp4'],UFSC_V2,0,42
inimigo,inimigo,inimigo,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/INIMIGO.mp4'],UFSC,0,46
inimigo,inimigo,inimigo,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/inimigoSm_Prog001.mp4'],Acessibilidades3,0,2
inimigo,inimigo,inimigo,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/inimigo.wmv'],Acessibilidades2,0,1
inimigo,inimigo,inimigo,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Inimigo (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
inteligente,inteligente,inteligente,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/inteligenteSm_Prog001.mp4'],Acessibilidades3,0,2
inteligente,inteligente,inteligente,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/INTELIGENTE.mp4'],UFSC_V2,0,42
inteligente,inteligente,inteligente,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Inteligente (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
inteligente,inteligente,inteligente,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/INTELIGENTE.mp4'],UFSC,0,46
inteligente,inteligente,inteligente,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/inteligente.wmv'],Acessibilidades2,0,1
interessar,interessar,interessar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/interessarSm_Prog001.mp4'],Acessibilidades3,0,2
interessar,interessar,interessar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/INTERESSAR.mp4'],UFSC_V2,0,42
interessar,interessar,interessar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/INTERESSAR2.mp4'],UFSC_V2,1,42
interessar,interessar,interessar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/interessar.wmv'],Acessibilidades2,0,1
interessar,interessar,interessar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/INTERESSAR.mp4'],UFSC,0,43
interessar,interessar,interessar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/INTERESSAR2.mp4'],UFSC,1,44
inverno,inverno,inverno,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/INVERNO.mp4'],UFSC,0,43
inverno,inverno,inverno,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Inverno (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,2,41
inverno,inverno,inverno,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/inverno.wmv'],Acessibilidades2,1,1
inverno,inverno,inverno,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/INVERNO.mp4'],UFSC_V2,0,42
inverno,inverno,inverno,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/invernoSm_Prog001.mp4'],Acessibilidades3,1,2
italia,itália,Itália,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Itália (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
italia,itália,Itália,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/IT%C3%81LIA.mp4'],UFSC,0,44
italia,itália,Itália,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/IT%C3%81LIA2.mp4'],UFSC,1,43
italia,itália,Itália,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/ITÁLIA.mp4'],UFSC_V2,0,42
italia,itália,Itália,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/ITÁLIA2.mp4'],UFSC_V2,1,42
ja,já,ja,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/ja.mp4'],USP,0,47
ja,já,ja,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/jaSm_Prog001.mp4'],Acessibilidades3,0,2
ja,já,ja,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/ja.wmv'],Acessibilidades2,0,1
ja,já,já,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/JÁ.mp4'],UFSC_V2,0,42
ja,já,já,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/JÁ3.mp4'],UFSC_V2,3,42
ja,já,já,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/J%C3%814.mp4'],UFSC,2,43
ja,já,já,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/J%C3%813.mp4'],UFSC,3,44
ja,já,já,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/JÁ2.mp4'],UFSC_V2,1,42
ja,já,já,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/J%C3%81.mp4'],UFSC,0,44
ja,já,já,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/JÁ4.mp4'],UFSC_V2,2,42
ja,já,já,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/J%C3%812.mp4'],UFSC,1,44
janeiro,janeiro,janeiro,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/janeiro.mp4'],USP,0,47
janeiro,janeiro,janeiro,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/janeiro.wmv'],Acessibilidades2,0,1
janeiro,janeiro,janeiro,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/JANEIRO.mp4'],UFSC,0,44
janeiro,janeiro,janeiro,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/janeiroSm_Prog001.mp4'],Acessibilidades3,0,2
janeiro,janeiro,janeiro,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/JANEIRO.mp4'],UFSC_V2,0,42
janeiro,janeiro,janeiro,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Janeiro (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
jardim,jardim,Jardim,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/jardim2.wmv'],Acessibilidades2,3,1
jardim,jardim,Jardim,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/jardim3.wmv'],Acessibilidades2,1,1
jardim,jardim,Jardim,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/jardim1.wmv'],Acessibilidades2,2,1
jardim,jardim,Jardim,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/jardim3Sm_Prog001.mp4'],Acessibilidades3,2,2
jardim,jardim,Jardim,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/jardim2Sm_Prog001.mp4'],Acessibilidades3,3,2
jardim,jardim,Jardim,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/jardim1Sm_Prog001.mp4'],Acessibilidades3,1,2
jovem,jovem,jovem,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/JOVEM.mp4'],UFSC,0,44
jovem,jovem,jovem,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Jovem (480p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,51
jovem,jovem,jovem,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/jovem.wmv'],Acessibilidades2,0,1
jovem,jovem,jovem,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/908-jovem.mp4'],UFV,0,48
jovem,jovem,jovem,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/jovemSm_Prog001.mp4'],Acessibilidades3,0,2
jovem,jovem,jovem,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Jovem (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
jovem,jovem,jovem,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/JOVEM.mp4'],UFSC_V2,0,42
junto,junto,junto,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/juntoSm_Prog001.mp4'],Acessibilidades3,0,2
junto,junto,junto,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - junto (480p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
junto,junto,junto,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/junto.wmv'],Acessibilidades2,0,1
junto,junto,junto,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/JUNTO.mp4'],UFSC,0,46
junto,junto,junto,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/JUNTO.mp4'],UFSC_V2,0,42
laranja,laranja,laranja,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/laranja.mp4'],USP,0,47
laranja,laranja,laranja,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/laranjaSm_Prog001.mp4'],Acessibilidades3,0,2
laranja,laranja,laranja,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/laranja.wmv'],Acessibilidades2,0,1
laranja,laranja,laranja,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Laranja (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
laranja,laranja,laranja,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Laranja (1080p_30fps_H264-128kbit_AAC)_2.mp4'],Youtube,0,41
laranja,laranja,laranja,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/782-laranja.mp4'],UFV,0,4848
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lavar4.wmv'],Acessibilidades2,5,1
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lavar5.wmv'],Acessibilidades2,3,1
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lavar6.wmv'],Acessibilidades2,0,1
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lavar3.wmv'],Acessibilidades2,1,1
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/LAVAR.mp4'],UFSC,0,45
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/LAVAR.mp4'],UFSC_V2,0,42
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lavar7.wmv'],Acessibilidades2,2,1
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lavar2.wmv'],Acessibilidades2,4,1
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lavar4Sm_Prog001.mp4'],Acessibilidades3,1,2
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lavar6Sm_Prog001.mp4'],Acessibilidades3,0,2
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Lavar (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lavar2Sm_Prog001.mp4'],Acessibilidades3,4,2
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lavar1Sm_Prog001.mp4'],Acessibilidades3,6,2
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lavar5Sm_Prog001.mp4'],Acessibilidades3,3,2
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lavar1.wmv'],Acessibilidades2,6,1
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lavar7Sm_Prog001.mp4'],Acessibilidades3,2,2
lavar,lavar,lavar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lavar3Sm_Prog001.mp4'],Acessibilidades3,1,2
lembrar,lembrar,lembrar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lembrar1Sm_Prog001.mp4'],Acessibilidades3,0,2
lembrar,lembrar,lembrar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lembrar2.wmv'],Acessibilidades2,1,1
lembrar,lembrar,lembrar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/lembrar2Sm_Prog001.mp4'],Acessibilidades3,1,2
lembrar,lembrar,lembrar,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Lembrar (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
lembrar,lembrar,lembrar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/lembrar1.wmv'],Acessibilidades2,0,1
lembrar,lembrar,lembrar,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Lembrar (360p_25fps_H264-128kbit_AAC).mp4'],Youtube,0,41
lembrar,lembrar,lembrar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/LEMBRAR.mp4'],UFSC,0,46
lembrar,lembrar,lembrar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/LEMBRAR.mp4'],UFSC_V2,0,42
levantar,levantar,levantar,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/levantar.mp4'],USP,0,47
levantar,levantar,levantar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/levantar2Sm_Prog001.mp4'],Acessibilidades3,3,2
levantar,levantar,levantar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/levantar3.wmv'],Acessibilidades2,2,1
levantar,levantar,levantar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/levantar3Sm_Prog001.mp4'],Acessibilidades3,2,2
levantar,levantar,levantar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/levantar1Sm_Prog001.mp4'],Acessibilidades3,1,2
levantar,levantar,levantar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/levantar1.wmv'],Acessibilidades2,1,1
levantar,levantar,levantar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/levantar2.wmv'],Acessibilidades2,3,1
leve,leve,levar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/LEVE.mp4'],UFSC_V2,0,42
leve,leve,levar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/LEVE.mp4'],UFSC,0,43
leve,leve,levar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/leve2.wmv'],Acessibilidades2,1,1
leve,leve,levar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/leve2Sm_Prog001.mp4'],Acessibilidades3,1,2
leve,leve,levar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/leve1Sm_Prog001.mp4'],Acessibilidades3,0,2
leve,leve,levar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/leve1.wmv'],Acessibilidades2,0,1
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/ligar1.wmv'],Acessibilidades2,4,1
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/ligar4Sm_Prog001.mp4'],Acessibilidades3,1,2
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/ligar5Sm_Prog001.mp4'],Acessibilidades3,5,2
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/ligar5.wmv'],Acessibilidades2,3,1
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/ligar1Sm_Prog001.mp4'],Acessibilidades3,4,2
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/ligar3.wmv'],Acessibilidades2,2,1
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/ligar2.wmv'],Acessibilidades2,0,1
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/ligar3Sm_Prog001.mp4'],Acessibilidades3,3,2
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/ligar2Sm_Prog001.mp4'],Acessibilidades3,0,2
ligar,ligar,ligar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/ligar4.wmv'],Acessibilidades2,1,1
limao,limão,limao,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/limao.wmv'],Acessibilidades2,0,1
limao,limão,limao,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/limaoSm_Prog001.mp4'],Acessibilidades3,0,2
limao,limão,limãor,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Limão (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,2,41
limao,limão,limãor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/LIMÃO.mp4'],UFSC_V2,0,42
limao,limão,limãor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/LIM%C3%83O.mp4'],UFSC,0,43
limao,limão,limãor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/LIM%C3%83O2.mp4'],UFSC,1,43
limao,limão,limãor,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/LIMÃO2.mp4'],UFSC_V2,1,42
limite,limite,limite,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/limite1Sm_Prog001.mp4'],Acessibilidades3,1,2
limite,limite,limite,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/LIMITE.mp4'],UFSC_V2,0,42
limite,limite,limite,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/limite2Sm_Prog001.mp4'],Acessibilidades3,1,2
limite,limite,limite,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/limite2.wmv'],Acessibilidades2,1,1
limite,limite,limite,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/limite1.wmv'],Acessibilidades2,2,1
louco,louco,louco,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/LOUCO2.mp4'],UFSC_V2,0,42
louco,louco,louco,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/loucoSm_Prog001.mp4'],Acessibilidades3,0,2
louco,louco,louco,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/E(louco).mp4'],UFSC,0,45
louco,louco,louco,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/louco.wmv'],Acessibilidades2,0,1
louco,louco,louco,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/LOUCO.mp4'],UFSC_V2,0,42
louco,louco,louco,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Louco (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
louco,louco,louco,['/mnt/B-SSD/LIBRAS-dataset/datasets/usp/videos/louco.mp4'],USP,0,47
magro,magro,magro,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/MAGRO.mp4'],UFSC_V2,0,42
magro,magro,magro,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/MAGRO.mp4'],UFSC,0,44
magro,magro,magro,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/magroSm_Prog001.mp4'],Acessibilidades3,0,2
magro,magro,magro,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/magro.wmv'],Acessibilidades2,0,1
magro,magro,magro,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Magro (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
maior,maior,grande,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/maior2Sm_Prog001.mp4'],Acessibilidades3,1,2
maior,maior,grande,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/MAIOR.mp4'],UFSC,0,56
maior,maior,grande,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/maior1Sm_Prog001.mp4'],Acessibilidades3,0,2
maior,maior,grande,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/MAIOR.mp4'],UFSC_V2,0,42
maior,maior,grande,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/maior1.wmv'],Acessibilidades2,0,1
maior,maior,grande,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/maior2.wmv'],Acessibilidades2,1,1
mala,mala,malar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufv/videos/01794-mala.mp4'],UFV,0,48
mala,mala,malar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/mala.wmv'],Acessibilidades2,0,1
mala,mala,malar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/MALA.mp4'],UFSC,0,56
mala,mala,malar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/MALA.mp4'],UFSC_V2,0,42
mala,mala,malar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/malaSm_Prog001.mp4'],Acessibilidades3,0,2
malasia,malásia,Malasia,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/malasia.wmv'],Acessibilidades2,0,1
malasia,malásia,Malasia,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/malasiaSm_Prog001.mp4'],Acessibilidades3,0,2
malasia,malásia,Malásia,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/MAL%C3%81SIA.mp4'],UFSC,0,45
malasia,malásia,Malásia,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/MALÁSIA.mp4'],UFSC_V2,0,42
malasia,málasia,Málasia,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/M%C3%81LASIA.mp4'],UFSC,0,56
mandar,mandar,mandar,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Mandar (720p_30fps_H264-128kbit_AAC).mp4'],Youtube,0,41
mandar,mandar,mandar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/mandar.wmv'],Acessibilidades2,0,1
mandar,mandar,mandar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/mandarSm_Prog001.mp4'],Acessibilidades3,0,2
mandar,mandar,mandar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/MANDAR.mp4'],UFSC,0,46
mandar,mandar,mandar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/MANDAR.mp4'],UFSC_V2,0,42
mandioca,mandioca,Mandioca,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/MANDIOCA.mp4'],UFSC_V2,0,42
mandioca,mandioca,Mandioca,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/mandiocaSm_Prog001.mp4'],Acessibilidades3,1,2
mandioca,mandioca,Mandioca,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/MANDIOCA.mp4'],UFSC,0,43
mandioca,mandioca,Mandioca,['/mnt/B-SSD/LIBRAS-dataset/datasets/youtube_v2/videos/Libras - Mandioca (1080p_30fps_H264-128kbit_AAC).mp4'],Youtube,1,41
mandioca,mandioca,Mandioca,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_2/videos/mandioca.wmv'],Acessibilidades2,1,1
mar,mar,mar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/MAR.mp4'],UFSC_V2,0,42
mar,mar,mar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc_v2/videos/MAR2.mp4'],UFSC_V2,1,42
mar,mar,mar,['/mnt/B-SSD/LIBRAS-dataset/datasets/ufsc/videos/FS(mar).mp4'],UFSC,1,43
mar,mar,mar,['/mnt/B-SSD/LIBRAS-dataset/datasets/acessibilidade_3/videos/marSm_Prog001.mp4'],Acessibilidades3,0,2
