name,checked,lemma,path,dictionary,Link,Instituicao
vento,vento,vento,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1336-vento.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1336-vento.mp4,UFV
elefante,elefante,elefante,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/elefante.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/elefante.mp4,UFV
calculadora,calculadora,calculadorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/calculadora.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/calculadora.mp4,UFV
caçador,caçador,caçador,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/caçador.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ca%C3%A7ador.mp4,UFV
intestino,intestino,intestino,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/836-intestino.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/836-intestino.mp4,UFV
brinco,brinco,brinco,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/852-brinco.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/852-brinco.mp4,UFV
argumento,argumento,argumento,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/argumento.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/argumento.mp4,UFV
regiaonordeste,regiaonordeste,regiaonordeste,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1259-regiaonordeste.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1259-regiaonordeste.mp4,UFV
laranjacor,laranjacor,laranjacor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/814-laranjacor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/814-laranjacor.mp4,UFV
diamante,diamante,diamante,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/diamante.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/diamante.mp4,UFV
demorar,demorar,demorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01636-Demorar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01636-Demorar.mp4,UFV
sergipe,sergipe,Sergipe,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1272-sergipe.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1272-sergipe.mp4,UFV
pai,pai,pai,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/924-pai.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/924-pai.mp4,UFV
balança,balança,balança,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01457-Balança.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01457-Balan%C3%A7a.mp4,UFV
reuniao,reunião,reuniaor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1365-reuniao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1365-reuniao.mp4,UFV
boa tarde,boa tarde,bom,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01445-Boa-Tarde.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01445-Boa-Tarde.mp4,UFV
abridor,abridor,abridor,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/abridor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/abridor.mp4,UFV
futebol,futebol,futebol,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00975-futebol.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00975-futebol.mp4,UFV
regiaosul,regiaosul,regiaosul,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1262-regiaosul.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1262-regiaosul.mp4,UFV
adeus,adeus,adeus,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01566-Adeus.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01566-Adeus.mp4,UFV
abóbora,abóbora,abóbora,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/abóbora.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/ab%C3%B3bora.mp4,UFV
alemanha,alemanha,alemanho,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00996-alemanha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00996-alemanha.mp4,UFV
eletricista,eletricista,eletricista,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01411-Eletricista.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01411-Eletricista.mp4,UFV
outubro,outubro,outubro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01530-Outubro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01530-Outubro.mp4,UFV
ziper,zíper,ziper,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/886-ziper.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/886-ziper.mp4,UFV
nove,nove,nove,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1344-nove.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1344-nove.mp4,UFV
sogra,sogra,sograr,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/929-sogra.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/929-sogra.mp4,UFV
morrer,morrer,morrer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01702-morrer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01702-morrer.mp4,UFV
brancocor,brancocor,brancocorr,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/812-brancocor.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/812-brancocor.mp4,UFV
shampoo,shampoo,shampoo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00948-shampoo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00948-shampoo.mp4,UFV
empada,empada,empar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/empada.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/empada.mp4,UFV
esposa,esposa,esposo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/897-esposa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/897-esposa.mp4,UFV
passar,passar,passar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01724-passar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01724-passar.mp4,UFV
agarrar,agarrar,agarrar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01575-Agarrar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01575-Agarrar.mp4,UFV
seguro,seguro,seguro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1202-seguro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1202-seguro.mp4,UFV
namorado,namorado,namorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/917-namorado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/917-namorado.mp4,UFV
misturar,misturar,misturar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01701-misturar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01701-misturar.mp4,UFV
vitamina bebida,vitamina bebida,vitamina,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/vitamina_bebida.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vitamina_bebida.mp4,UFV
santacatarina,santacatarina,santacatarinar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1270-santacatarina.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1270-santacatarina.mp4,UFV
chorar,chorar,chorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01611-Chorar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01611-Chorar.mp4,UFV
baixo,baixo,baixo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/baixo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/baixo.mp4,UFV
agramatical,agramatical,agramatical,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/agramatical.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/agramatical.mp4,UFV
padrasto,padrasto,padrar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/922-padrasto.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/922-padrasto.mp4,UFV
handbol,handbol,handbol,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00977-handbol.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00977-handbol.mp4,UFV
mao,mão,mao,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01167-mao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01167-mao.mp4,UFV
costas,costas,costa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01159-costas.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01159-costas.mp4,UFV
esconder,esconder,esconder,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01659-esconder.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01659-esconder.mp4,UFV
bolso,bolso,bolso,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/849-bolso.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/849-bolso.mp4,UFV
bisavó,bisavó,bisavó,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/892-bisavó.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/892-bisav%C3%B3.mp4,UFV
sofa,sofá,sofa,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01500-Sofa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01500-Sofa.mp4,UFV
viçosa,viçosa,viçoso,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1278-viçosa.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1278-vi%C3%A7osa.mp4,UFV
conta,conta,contar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1183-conta.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1183-conta.mp4,UFV
vassoura,vassoura,vassourar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01506-Vassoura.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01506-Vassoura.mp4,UFV
cadeado,cadeado,cadear,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/cadeado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/cadeado.mp4,UFV
agosto,agosto,agosto,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01511-Agosto.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01511-Agosto.mp4,UFV
madrinha,madrinha,madrinha,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/910-madrinha.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/910-madrinha.mp4,UFV
fisioterapia,fisioterapia,fisioterapia,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01417-Fisioterapia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01417-Fisioterapia.mp4,UFV
duro,duro,duro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/duro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/duro.mp4,UFV
cimento,cimento,cimento,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1289-cimento.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1289-cimento.mp4,UFV
bombeiro,bombeiro,bombeiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01405-Bombeiro.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01405-Bombeiro.mp4,UFV
perfume,perfume,perfume,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00946-perfume.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00946-perfume.mp4,UFV
bagunça,bagunça,bagunça,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/bagunça.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bagun%C3%A7a.mp4,UFV
almoçar,almoçar,almoçar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01583-Almoçar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01583-Almo%C3%A7ar.mp4,UFV
sossego,sossego,sossego,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/sossego.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/sossego.mp4,UFV
laranja,laranja,laranja,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/782-laranja.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/782-laranja.mp4,UFV
batedeira,batedeira,Batedeira,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/batedeira.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/batedeira.mp4,UFV
arma,arma,arma,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/630-arma.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/630-arma.mp4,UFV
pulmao,pulmão,pulmao,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/830-pulmao.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/830-pulmao.mp4,UFV
guerra,guerra,guerra,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/463-guerra.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/463-guerra.mp4,UFV
camiseta,camiseta,camiseto,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01797-camiseta.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01797-camiseta.mp4,UFV
parana,paraná,parano,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1250-parana.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1250-parana.mp4,UFV
matar,matar,matar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/467-matar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/467-matar.mp4,UFV
vitamina,vitamina,vitamina,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1306-vitamina.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1306-vitamina.mp4,UFV
america,américa,americar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00999-america.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00999-america.mp4,UFV
menina,menina,Menina,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/913-menina.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/913-menina.mp4,UFV
corda de pular,corda de pular,corda,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/corda-de-pular.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/corda-de-pular.mp4,UFV
tijolo,tijolo,tijolo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01501-Tijolo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01501-Tijolo.mp4,UFV
vaca,vaca,vaca,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/vaca.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/vaca.mp4,UFV
rodoviaria,rodoviária,rodoviar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01548-Rodoviaria.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01548-Rodoviaria.mp4,UFV
naoprestar,naoprestar,naoprestar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1340-naoprestar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1340-naoprestar.mp4,UFV
afogar,afogar,afogar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01573-Afogar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01573-Afogar.mp4,UFV
cuiaba,cuiaba,cuiabar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01019-cuiaba.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01019-cuiaba.mp4,UFV
regiaonorte,regiaonorte,regiaonorte,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1260-regiaoNorte.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1260-regiaoNorte.mp4,UFV
tempestade,tempestade,tempestade,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1333-tempestade.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1333-tempestade.mp4,UFV
alcool,álcool,Alcool,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/alcool.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/alcool.mp4,UFV
ajoelhar,ajoelhar,ajoelhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01579-Ajoelhar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01579-Ajoelhar.mp4,UFV
boa noite,boa noite,bom,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01444-Boa-Noite.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01444-Boa-Noite.mp4,UFV
ouvir,ouvir,ouvir,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01719-ouvir.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01719-ouvir.mp4,UFV
revista,revista,rever,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01150-revista.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01150-revista.mp4,UFV
torneira,torneira,torneiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/torneira.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/torneira.mp4,UFV
irmã,irmã,irmã,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/906-irmã.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/906-irm%C3%A3.mp4,UFV
descer,descer,descer,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01639-Descer.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01639-Descer.mp4,UFV
carimbo,carimbo,Carimbo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/carimbo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/carimbo.mp4,UFV
videogame,videogame,videogame,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/videogame.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/videogame.mp4,UFV
passeata,passeata,passeata,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/476-passeata.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/476-passeata.mp4,UFV
curitiba,curitiba,Curitiba,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01020-curitiba.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01020-curitiba.mp4,UFV
porcentagem,porcentagem,porcentagem,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1199-porcentagem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1199-porcentagem.mp4,UFV
devolver,devolver,devolver,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01644-devolver.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01644-devolver.mp4,UFV
chato,chato,chato,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/chato.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/chato.mp4,UFV
dezena,dezena,dezena,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/dezena.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/dezena.mp4,UFV
beleza,beleza,beleza,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/beleza.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/beleza.mp4,UFV
zero,zero,zero,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1352-zero.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1352-zero.mp4,UFV
cansado,cansado,cansar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01051-cansado.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01051-cansado.mp4,UFV
emailcorreio eletronico,emailcorreio eletrônico,emailcorreio,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01132-emailcorreio-eletronico.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/10/01132-emailcorreio-eletronico.mp4,UFV
homem,homem,homem,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/905-homem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/905-homem.mp4,UFV
fechar,fechar,fechar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01672-fechar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01672-fechar.mp4,UFV
balão,balão,balãar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/balão.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/bal%C3%A3o.mp4,UFV
enviar,enviar,enviar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01657-enviar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01657-enviar.mp4,UFV
brasilia,brasília,brasilia,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01012-brasilia.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/01012-brasilia.mp4,UFV
prima,prima,primo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/925-prima.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/925-prima.mp4,UFV
açaí,açaí,açaí,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/açaí.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/a%C3%A7a%C3%AD.mp4,UFV
ciclismo,ciclismo,ciclismo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/00967-ciclismo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00967-ciclismo.mp4,UFV
fonoaudiologo,fonoaudiólogo,fonoaudiologo,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01418-Fonoaudiologo.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/01418-Fonoaudiologo.mp4,UFV
tatuagem,tatuagem,tatuagem,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/643-tatuagem.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/643-tatuagem.mp4,UFV
beijar,beijar,beijar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01604-Beijar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01604-Beijar.mp4,UFV
atrasar,atrasar,atrasar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01597-Atrasar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01597-Atrasar.mp4,UFV
damasco,damasco,damasco,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/damasco.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/damasco.mp4,UFV
vagina,vagina,vagina,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/1179-vagina.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/1179-vagina.mp4,UFV
apertar,apertar,apertar,['/mnt/E-SSD/LIBRAS_datasets/datasets/ufv/videos/01590-Apertar.mp4'],UFV,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01590-Apertar.mp4,UFV
